"p","arc_length","Points:0","Points:1","Points:2"
-0.23921,0.67292,-0.32167,0.40142,0.3416
-0.23889,0.67445,-0.32167,0.40142,0.34007
-0.2386,0.67597,-0.32167,0.40142,0.33855
-0.23835,0.6775,-0.32167,0.40142,0.33702
-0.23811,0.67902,-0.32167,0.40142,0.3355
-0.23791,0.68055,-0.32167,0.40142,0.33397
-0.23772,0.68207,-0.32167,0.40142,0.33245
-0.23754,0.6836,-0.32167,0.40142,0.33092
-0.23733,0.68512,-0.32167,0.40142,0.3294
-0.23719,0.68665,-0.32167,0.40142,0.32787
-0.23709,0.68817,-0.32167,0.40142,0.32635
-0.23696,0.6897,-0.32167,0.40142,0.32482
-0.23687,0.69122,-0.32167,0.40142,0.3233
-0.2368,0.69275,-0.32167,0.40142,0.32177
-0.23674,0.69427,-0.32167,0.40142,0.32025
-0.23671,0.6958,-0.32167,0.40142,0.31872
-0.23671,0.69732,-0.32167,0.40142,0.3172
-0.23668,0.69885,-0.32167,0.40142,0.31567
-0.23662,0.70037,-0.32167,0.40142,0.31415
-0.2366,0.7019,-0.32167,0.40142,0.31262
-0.2366,0.70342,-0.32167,0.40142,0.3111
-0.23663,0.70495,-0.32167,0.40142,0.30957
-0.2367,0.70647,-0.32167,0.40142,0.30805
-0.23676,0.708,-0.32167,0.40142,0.30652
-0.23685,0.70952,-0.32167,0.40142,0.305
-0.23698,0.71105,-0.32167,0.40142,0.30347
-0.23711,0.71257,-0.32167,0.40142,0.30195
-0.23724,0.7141,-0.32167,0.40142,0.30042
-0.23736,0.71562,-0.32167,0.40142,0.2989
-0.23747,0.71715,-0.32167,0.40142,0.29737
-0.23761,0.71867,-0.32167,0.40142,0.29585
-0.23779,0.7202,-0.32167,0.40142,0.29432
-0.23798,0.72172,-0.32167,0.40142,0.2928
-0.23809,0.72325,-0.32167,0.40142,0.29127
-0.23827,0.72477,-0.32167,0.40142,0.28975
-0.2385,0.7263,-0.32167,0.40142,0.28822
-0.23873,0.72782,-0.32167,0.40142,0.2867
-0.23896,0.72935,-0.32167,0.40142,0.28517
-0.23915,0.73087,-0.32167,0.40142,0.28365
-0.23935,0.7324,-0.32167,0.40142,0.28212
-0.23957,0.73392,-0.32167,0.40142,0.2806
-0.23984,0.73545,-0.32167,0.40142,0.27907
-0.24013,0.73697,-0.32167,0.40142,0.27755
-0.24039,0.7385,-0.32167,0.40142,0.27602
-0.24066,0.74002,-0.32167,0.40142,0.2745
-0.24094,0.74155,-0.32167,0.40142,0.27297
-0.24126,0.74307,-0.32167,0.40142,0.27145
-0.24161,0.7446,-0.32167,0.40142,0.26992
-0.24192,0.74612,-0.32167,0.40142,0.2684
-0.24221,0.74765,-0.32167,0.40142,0.26687
-0.24252,0.74917,-0.32167,0.40142,0.26535
-0.24287,0.7507,-0.32167,0.40142,0.26382
-0.24321,0.75222,-0.32167,0.40142,0.2623
-0.24358,0.75375,-0.32167,0.40142,0.26077
-0.24396,0.75527,-0.32167,0.40142,0.25925
-0.24431,0.7568,-0.32167,0.40142,0.25773
-0.24466,0.75832,-0.32167,0.40142,0.2562
-0.24505,0.75985,-0.32167,0.40142,0.25468
-0.24541,0.76137,-0.32167,0.40142,0.25315
-0.24576,0.7629,-0.32167,0.40142,0.25163
-0.24617,0.76442,-0.32167,0.40142,0.2501
-0.24661,0.76595,-0.32167,0.40142,0.24858
-0.24704,0.76747,-0.32167,0.40142,0.24705
-0.24746,0.769,-0.32167,0.40142,0.24553
-0.24788,0.77052,-0.32167,0.40142,0.244
-0.24831,0.77205,-0.32167,0.40142,0.24248
-0.24873,0.77357,-0.32167,0.40142,0.24095
-0.24915,0.7751,-0.32167,0.40142,0.23943
-0.24961,0.77662,-0.32167,0.40142,0.2379
-0.25008,0.77815,-0.32167,0.40142,0.23638
-0.25056,0.77967,-0.32167,0.40142,0.23485
-0.25101,0.7812,-0.32167,0.40142,0.23333
-0.25143,0.78272,-0.32167,0.40142,0.2318
-0.25191,0.78425,-0.32167,0.40142,0.23028
-0.25247,0.78577,-0.32167,0.40142,0.22875
-0.25289,0.7873,-0.32167,0.40142,0.22723
-0.25339,0.78882,-0.32167,0.40142,0.2257
-0.25403,0.79035,-0.32167,0.40142,0.22418
-0.25456,0.79187,-0.32167,0.40142,0.22265
-0.25511,0.7934,-0.32167,0.40142,0.22113
-0.25565,0.79492,-0.32167,0.40142,0.2196
-0.25615,0.79645,-0.32167,0.40142,0.21808
-0.25668,0.79797,-0.32167,0.40142,0.21655
-0.25723,0.7995,-0.32167,0.40142,0.21502
-0.25778,0.80102,-0.32167,0.40142,0.2135
-0.25835,0.80255,-0.32167,0.40142,0.21197
-0.25895,0.80407,-0.32167,0.40142,0.21045
-0.25953,0.8056,-0.32167,0.40142,0.20892
-0.26011,0.80712,-0.32167,0.40142,0.2074
-0.26071,0.80865,-0.32167,0.40142,0.20587
-0.26131,0.81017,-0.32167,0.40142,0.20435
-0.26189,0.8117,-0.32167,0.40142,0.20282
-0.26251,0.81322,-0.32167,0.40142,0.2013
-0.26313,0.81475,-0.32167,0.40142,0.19977
-0.26377,0.81627,-0.32167,0.40142,0.19825
-0.26442,0.8178,-0.32167,0.40142,0.19672
-0.26508,0.81932,-0.32167,0.40142,0.1952
-0.26574,0.82085,-0.32167,0.40142,0.19367
-0.26635,0.82237,-0.32167,0.40142,0.19215
-0.26698,0.8239,-0.32167,0.40142,0.19062
-0.26764,0.82542,-0.32167,0.40142,0.1891
-0.26833,0.82695,-0.32167,0.40142,0.18757
-0.26903,0.82847,-0.32167,0.40142,0.18605
-0.26969,0.83,-0.32167,0.40142,0.18452
-0.27039,0.83152,-0.32167,0.40142,0.183
-0.27111,0.83305,-0.32167,0.40142,0.18147
-0.27181,0.83457,-0.32167,0.40142,0.17995
-0.27252,0.8361,-0.32167,0.40142,0.17842
-0.27326,0.83762,-0.32167,0.40142,0.1769
-0.27402,0.83915,-0.32167,0.40142,0.17537
-0.27478,0.84067,-0.32167,0.40142,0.17385
-0.27557,0.8422,-0.32167,0.40142,0.17233
-0.27638,0.84372,-0.32167,0.40142,0.1708
-0.27717,0.84525,-0.32167,0.40142,0.16928
-0.27796,0.84677,-0.32167,0.40142,0.16775
-0.27878,0.8483,-0.32167,0.40142,0.16623
-0.27961,0.84982,-0.32167,0.40142,0.1647
-0.28045,0.85135,-0.32167,0.40142,0.16318
-0.28131,0.85287,-0.32167,0.40142,0.16165
-0.28216,0.8544,-0.32167,0.40142,0.16013
-0.28305,0.85592,-0.32167,0.40142,0.1586
-0.28398,0.85745,-0.32167,0.40142,0.15708
-0.28487,0.85897,-0.32167,0.40142,0.15555
-0.28575,0.8605,-0.32167,0.40142,0.15403
-0.28667,0.86202,-0.32167,0.40142,0.1525
-0.28764,0.86355,-0.32167,0.40142,0.15098
-0.28862,0.86507,-0.32167,0.40142,0.14945
-0.2896,0.8666,-0.32167,0.40142,0.14793
-0.29061,0.86812,-0.32167,0.40142,0.1464
-0.2916,0.86965,-0.32167,0.40142,0.14488
-0.29255,0.87117,-0.32167,0.40142,0.14335
-0.29365,0.8727,-0.32167,0.40142,0.14183
-0.29459,0.87422,-0.32167,0.40142,0.1403
-0.29566,0.87575,-0.32167,0.40142,0.13878
-0.29689,0.87727,-0.32167,0.40142,0.13725
-0.29797,0.8788,-0.32167,0.40142,0.13573
-0.29907,0.88032,-0.32167,0.40142,0.1342
-0.3002,0.88185,-0.32167,0.40142,0.13268
-0.30137,0.88337,-0.32167,0.40142,0.13115
-0.30255,0.8849,-0.32167,0.40142,0.12962
-0.30377,0.88642,-0.32167,0.40142,0.1281
-0.30502,0.88795,-0.32167,0.40142,0.12657
-0.30628,0.88947,-0.32167,0.40142,0.12505
-0.30756,0.891,-0.32167,0.40142,0.12353
-0.30886,0.89252,-0.32167,0.40142,0.122
-0.31016,0.89405,-0.32167,0.40142,0.12048
-0.31145,0.89557,-0.32167,0.40142,0.11895
-0.31278,0.8971,-0.32167,0.40142,0.11743
-0.31414,0.89862,-0.32167,0.40142,0.1159
-0.31553,0.90015,-0.32167,0.40142,0.11438
-0.317,0.90167,-0.32167,0.40142,0.11285
-0.31843,0.9032,-0.32167,0.40142,0.11133
-0.31989,0.90472,-0.32167,0.40142,0.1098
-0.3214,0.90625,-0.32167,0.40142,0.10827
-0.32289,0.90777,-0.32167,0.40142,0.10675
-0.32442,0.9093,-0.32167,0.40142,0.10522
-0.32598,0.91082,-0.32167,0.40142,0.1037
-0.32755,0.91235,-0.32167,0.40142,0.10217
-0.3292,0.91387,-0.32167,0.40142,0.10065
-0.3309,0.9154,-0.32167,0.40142,0.099125
-0.33258,0.91692,-0.32167,0.40142,0.0976
-0.33431,0.91845,-0.32167,0.40142,0.096075
-0.33604,0.91997,-0.32167,0.40142,0.09455
-0.33779,0.9215,-0.32167,0.40142,0.093025
-0.33962,0.92302,-0.32167,0.40142,0.0915
-0.34149,0.92455,-0.32167,0.40142,0.089975
-0.34337,0.92607,-0.32167,0.40142,0.08845
-0.34527,0.9276,-0.32167,0.40142,0.086925
-0.34721,0.92912,-0.32167,0.40142,0.0854
-0.34914,0.93065,-0.32167,0.40142,0.083875
-0.35112,0.93217,-0.32167,0.40142,0.08235
-0.35315,0.9337,-0.32167,0.40142,0.080825
-0.35515,0.93522,-0.32167,0.40142,0.0793
-0.35712,0.93675,-0.32167,0.40142,0.077775
-0.3592,0.93827,-0.32167,0.40142,0.07625
-0.3614,0.9398,-0.32167,0.40142,0.074725
-0.36365,0.94132,-0.32167,0.40142,0.0732
-0.36582,0.94285,-0.32167,0.40142,0.071675
-0.36804,0.94437,-0.32167,0.40142,0.07015
-0.37031,0.9459,-0.32167,0.40142,0.068625
-0.37254,0.94742,-0.32167,0.40142,0.0671
-0.37473,0.94895,-0.32167,0.40142,0.065575
-0.37684,0.95047,-0.32167,0.40142,0.06405
-0.37907,0.952,-0.32167,0.40142,0.062525
-0.38144,0.95352,-0.32167,0.40142,0.061
-0.38372,0.95505,-0.32167,0.40142,0.059475
-0.38604,0.95657,-0.32167,0.40142,0.05795
-0.38832,0.9581,-0.32167,0.40142,0.056425
-0.39066,0.95962,-0.32167,0.40142,0.0549
-0.39309,0.96115,-0.32167,0.40142,0.053375
-0.39556,0.96267,-0.32167,0.40142,0.05185
-0.39815,0.9642,-0.32167,0.40142,0.050325
-0.40075,0.96572,-0.32167,0.40142,0.0488
-0.40332,0.96725,-0.32167,0.40142,0.047275
-0.40596,0.96877,-0.32167,0.40142,0.04575
-0.40866,0.9703,-0.32167,0.40142,0.044225
-0.41141,0.97182,-0.32167,0.40142,0.0427
-0.41417,0.97335,-0.32167,0.40142,0.041175
-0.41721,0.97487,-0.32167,0.40142,0.03965
-0.42025,0.9764,-0.32167,0.40142,0.038125
-0.42285,0.97792,-0.32167,0.40142,0.0366
-0.42532,0.97945,-0.32167,0.40142,0.035075
-0.42752,0.98097,-0.32167,0.40142,0.03355
-0.42976,0.9825,-0.32167,0.40142,0.032025
-0.43207,0.98402,-0.32167,0.40142,0.0305
-0.4343,0.98555,-0.32167,0.40142,0.028975
-0.43653,0.98707,-0.32167,0.40142,0.02745
-0.43869,0.9886,-0.32167,0.40142,0.025925
-0.44077,0.99012,-0.32167,0.40142,0.0244
-0.44265,0.99165,-0.32167,0.40142,0.022875
-0.44451,0.99317,-0.32167,0.40142,0.02135
-0.44645,0.9947,-0.32167,0.40142,0.019825
-0.44834,0.99622,-0.32167,0.40142,0.0183
-0.45022,0.99775,-0.32167,0.40142,0.016775
-0.45208,0.99927,-0.32167,0.40142,0.01525
-0.45395,1.0008,-0.32167,0.40142,0.013725
-0.45544,1.0023,-0.32167,0.40142,0.0122
-0.45649,1.0038,-0.32167,0.40142,0.010675
-0.45767,1.0054,-0.32167,0.40142,0.00915
-0.45861,1.0069,-0.32167,0.40142,0.007625
-0.4594,1.0084,-0.32167,0.40142,0.0061
-0.45976,1.0099,-0.32167,0.40142,0.004575
-0.45968,1.0115,-0.32167,0.40142,0.00305
-0.45951,1.013,-0.32167,0.40142,0.001525
-0.45921,1.0145,-0.32167,0.40142,-1.1914e-12
-0.45927,1.016,-0.32167,0.40142,-0.001525
-0.45957,1.0176,-0.32167,0.40142,-0.00305
-0.46029,1.0191,-0.32167,0.40142,-0.004575
-0.46073,1.0206,-0.32167,0.40142,-0.0061
-0.46076,1.0221,-0.32167,0.40142,-0.007625
-0.46028,1.0237,-0.32167,0.40142,-0.00915
-0.45979,1.0252,-0.32167,0.40142,-0.010675
-0.45911,1.0267,-0.32167,0.40142,-0.0122
-0.45793,1.0282,-0.32167,0.40142,-0.013725
-0.45666,1.0298,-0.32167,0.40142,-0.01525
-0.45523,1.0313,-0.32167,0.40142,-0.016775
-0.45386,1.0328,-0.32167,0.40142,-0.0183
-0.45239,1.0343,-0.32167,0.40142,-0.019825
-0.45089,1.0359,-0.32167,0.40142,-0.02135
-0.44937,1.0374,-0.32167,0.40142,-0.022875
-0.44781,1.0389,-0.32167,0.40142,-0.0244
-0.44612,1.0404,-0.32167,0.40142,-0.025925
-0.4443,1.042,-0.32167,0.40142,-0.02745
-0.44241,1.0435,-0.32167,0.40142,-0.028975
-0.44054,1.045,-0.32167,0.40142,-0.0305
-0.43864,1.0465,-0.32167,0.40142,-0.032025
-0.43664,1.0481,-0.32167,0.40142,-0.03355
-0.43469,1.0496,-0.32167,0.40142,-0.035075
-0.43255,1.0511,-0.32167,0.40142,-0.0366
-0.43018,1.0526,-0.32167,0.40142,-0.038125
-0.42739,1.0542,-0.32167,0.40142,-0.03965
-0.42446,1.0557,-0.32167,0.40142,-0.041175
-0.42172,1.0572,-0.32167,0.40142,-0.0427
-0.41896,1.0587,-0.32167,0.40142,-0.044225
-0.41622,1.0603,-0.32167,0.40142,-0.04575
-0.41361,1.0618,-0.32167,0.40142,-0.047275
-0.41121,1.0633,-0.32167,0.40142,-0.0488
-0.4088,1.0648,-0.32167,0.40142,-0.050325
-0.40624,1.0664,-0.32167,0.40142,-0.05185
-0.40375,1.0679,-0.32167,0.40142,-0.053375
-0.40131,1.0694,-0.32167,0.40142,-0.0549
-0.39892,1.0709,-0.32167,0.40142,-0.056425
-0.39659,1.0725,-0.32167,0.40142,-0.05795
-0.39431,1.074,-0.32167,0.40142,-0.059475
-0.39202,1.0755,-0.32167,0.40142,-0.061
-0.38965,1.077,-0.32167,0.40142,-0.062525
-0.38726,1.0786,-0.32167,0.40142,-0.06405
-0.3849,1.0801,-0.32167,0.40142,-0.065575
-0.38257,1.0816,-0.32167,0.40142,-0.0671
-0.38016,1.0831,-0.32167,0.40142,-0.068625
-0.37775,1.0847,-0.32167,0.40142,-0.07015
-0.37539,1.0862,-0.32167,0.40142,-0.071675
-0.37298,1.0877,-0.32167,0.40142,-0.0732
-0.37053,1.0892,-0.32167,0.40142,-0.074725
-0.36817,1.0908,-0.32167,0.40142,-0.07625
-0.36581,1.0923,-0.32167,0.40142,-0.077775
-0.36347,1.0938,-0.32167,0.40142,-0.0793
-0.36115,1.0953,-0.32167,0.40142,-0.080825
-0.35883,1.0969,-0.32167,0.40142,-0.08235
-0.35662,1.0984,-0.32167,0.40142,-0.083875
-0.35439,1.0999,-0.32167,0.40142,-0.0854
-0.35215,1.1014,-0.32167,0.40142,-0.086925
-0.34994,1.103,-0.32167,0.40142,-0.08845
-0.34776,1.1045,-0.32167,0.40142,-0.089975
-0.34564,1.106,-0.32167,0.40142,-0.0915
-0.34348,1.1075,-0.32167,0.40142,-0.093025
-0.34129,1.1091,-0.32167,0.40142,-0.09455
-0.33922,1.1106,-0.32167,0.40142,-0.096075
-0.3373,1.1121,-0.32167,0.40142,-0.0976
-0.3354,1.1136,-0.32167,0.40142,-0.099125
-0.33342,1.1152,-0.32167,0.40142,-0.10065
-0.33144,1.1167,-0.32167,0.40142,-0.10217
-0.32955,1.1182,-0.32167,0.40142,-0.1037
-0.3277,1.1197,-0.32167,0.40142,-0.10522
-0.32587,1.1213,-0.32167,0.40142,-0.10675
-0.32406,1.1228,-0.32167,0.40142,-0.10827
-0.32214,1.1243,-0.32167,0.40142,-0.1098
-0.32024,1.1258,-0.32167,0.40142,-0.11133
-0.3185,1.1274,-0.32167,0.40142,-0.11285
-0.31679,1.1289,-0.32167,0.40142,-0.11438
-0.31509,1.1304,-0.32167,0.40142,-0.1159
-0.31349,1.1319,-0.32167,0.40142,-0.11743
-0.31193,1.1335,-0.32167,0.40142,-0.11895
-0.31033,1.135,-0.32167,0.40142,-0.12048
-0.30873,1.1365,-0.32167,0.40142,-0.122
-0.30711,1.138,-0.32167,0.40142,-0.12353
-0.30558,1.1396,-0.32167,0.40142,-0.12505
-0.30409,1.1411,-0.32167,0.40142,-0.12657
-0.30253,1.1426,-0.32167,0.40142,-0.1281
-0.30094,1.1441,-0.32167,0.40142,-0.12962
-0.29945,1.1457,-0.32167,0.40142,-0.13115
-0.29809,1.1472,-0.32167,0.40142,-0.13268
-0.29679,1.1487,-0.32167,0.40142,-0.1342
-0.29546,1.1502,-0.32167,0.40142,-0.13573
-0.29403,1.1518,-0.32167,0.40142,-0.13725
-0.29242,1.1533,-0.32167,0.40142,-0.13878
-0.29111,1.1548,-0.32167,0.40142,-0.1403
-0.28999,1.1563,-0.32167,0.40142,-0.14183
-0.28865,1.1579,-0.32167,0.40142,-0.14335
-0.2874,1.1594,-0.32167,0.40142,-0.14488
-0.28615,1.1609,-0.32167,0.40142,-0.1464
-0.28489,1.1624,-0.32167,0.40142,-0.14793
-0.28366,1.164,-0.32167,0.40142,-0.14945
-0.28243,1.1655,-0.32167,0.40142,-0.15098
-0.28121,1.167,-0.32167,0.40142,-0.1525
-0.28004,1.1685,-0.32167,0.40142,-0.15403
-0.27893,1.1701,-0.32167,0.40142,-0.15555
-0.27781,1.1716,-0.32167,0.40142,-0.15708
-0.27671,1.1731,-0.32167,0.40142,-0.1586
-0.27563,1.1746,-0.32167,0.40142,-0.16013
-0.27456,1.1762,-0.32167,0.40142,-0.16165
-0.27349,1.1777,-0.32167,0.40142,-0.16318
-0.27245,1.1792,-0.32167,0.40142,-0.1647
-0.27144,1.1807,-0.32167,0.40142,-0.16623
-0.27044,1.1823,-0.32167,0.40142,-0.16775
-0.26946,1.1838,-0.32167,0.40142,-0.16928
-0.2685,1.1853,-0.32167,0.40142,-0.1708
-0.26753,1.1868,-0.32167,0.40142,-0.17233
-0.26653,1.1884,-0.32167,0.40142,-0.17385
-0.26561,1.1899,-0.32167,0.40142,-0.17537
-0.26478,1.1914,-0.32167,0.40142,-0.1769
-0.26396,1.1929,-0.32167,0.40142,-0.17842
-0.26311,1.1945,-0.32167,0.40142,-0.17995
-0.26222,1.196,-0.32167,0.40142,-0.18147
-0.26124,1.1975,-0.32167,0.40142,-0.183
-0.26021,1.199,-0.32167,0.40142,-0.18452
-0.25934,1.2006,-0.32167,0.40142,-0.18605
-0.25855,1.2021,-0.32167,0.40142,-0.18757
-0.25778,1.2036,-0.32167,0.40142,-0.1891
-0.25699,1.2051,-0.32167,0.40142,-0.19062
-0.25621,1.2067,-0.32167,0.40142,-0.19215
-0.25548,1.2082,-0.32167,0.40142,-0.19367
-0.2547,1.2097,-0.32167,0.40142,-0.1952
-0.2539,1.2112,-0.32167,0.40142,-0.19672
-0.25312,1.2128,-0.32167,0.40142,-0.19825
-0.25239,1.2143,-0.32167,0.40142,-0.19977
-0.25165,1.2158,-0.32167,0.40142,-0.2013
-0.25093,1.2173,-0.32167,0.40142,-0.20282
-0.25025,1.2189,-0.32167,0.40142,-0.20435
-0.24954,1.2204,-0.32167,0.40142,-0.20587
-0.24883,1.2219,-0.32167,0.40142,-0.2074
-0.24815,1.2234,-0.32167,0.40142,-0.20892
-0.24748,1.225,-0.32167,0.40142,-0.21045
-0.24682,1.2265,-0.32167,0.40142,-0.21197
-0.24616,1.228,-0.32167,0.40142,-0.2135
-0.24552,1.2295,-0.32167,0.40142,-0.21502
-0.24489,1.2311,-0.32167,0.40142,-0.21655
-0.2443,1.2326,-0.32167,0.40142,-0.21808
-0.24371,1.2341,-0.32167,0.40142,-0.2196
-0.24308,1.2356,-0.32167,0.40142,-0.22113
-0.24245,1.2372,-0.32167,0.40142,-0.22265
-0.24187,1.2387,-0.32167,0.40142,-0.22418
-0.2413,1.2402,-0.32167,0.40142,-0.2257
-0.24073,1.2417,-0.32167,0.40142,-0.22723
-0.24016,1.2433,-0.32167,0.40142,-0.22875
-0.2396,1.2448,-0.32167,0.40142,-0.23028
-0.23908,1.2463,-0.32167,0.40142,-0.2318
-0.23856,1.2478,-0.32167,0.40142,-0.23333
-0.23803,1.2494,-0.32167,0.40142,-0.23485
-0.2375,1.2509,-0.32167,0.40142,-0.23638
-0.23697,1.2524,-0.32167,0.40142,-0.2379
-0.23646,1.2539,-0.32167,0.40142,-0.23943
-0.236,1.2555,-0.32167,0.40142,-0.24095
-0.23555,1.257,-0.32167,0.40142,-0.24248
-0.23507,1.2585,-0.32167,0.40142,-0.244
-0.23458,1.26,-0.32167,0.40142,-0.24553
-0.23409,1.2616,-0.32167,0.40142,-0.24705
-0.23361,1.2631,-0.32167,0.40142,-0.24858
-0.23314,1.2646,-0.32167,0.40142,-0.2501
-0.23265,1.2661,-0.32167,0.40142,-0.25163
-0.23223,1.2677,-0.32167,0.40142,-0.25315
-0.2319,1.2692,-0.32167,0.40142,-0.25468
-0.23156,1.2707,-0.32167,0.40142,-0.2562
-0.23111,1.2722,-0.32167,0.40142,-0.25773
-0.23065,1.2738,-0.32167,0.40142,-0.25925
-0.23028,1.2753,-0.32167,0.40142,-0.26077
-0.22999,1.2768,-0.32167,0.40142,-0.2623
-0.22971,1.2783,-0.32167,0.40142,-0.26382
-0.22941,1.2799,-0.32167,0.40142,-0.26535
-0.22913,1.2814,-0.32167,0.40142,-0.26687
-0.22891,1.2829,-0.32167,0.40142,-0.2684
-0.22856,1.2844,-0.32167,0.40142,-0.26992
-0.22813,1.286,-0.32167,0.40142,-0.27145
-0.22776,1.2875,-0.32167,0.40142,-0.27297
-0.22741,1.289,-0.32167,0.40142,-0.2745
-0.22711,1.2905,-0.32167,0.40142,-0.27602
-0.22687,1.2921,-0.32167,0.40142,-0.27755
-0.22666,1.2936,-0.32167,0.40142,-0.27907
-0.22639,1.2951,-0.32167,0.40142,-0.2806
-0.22613,1.2966,-0.32167,0.40142,-0.28212
-0.22591,1.2982,-0.32167,0.40142,-0.28365
-0.2257,1.2997,-0.32167,0.40142,-0.28517
-0.2255,1.3012,-0.32167,0.40142,-0.2867
-0.22533,1.3027,-0.32167,0.40142,-0.28822
-0.22515,1.3043,-0.32167,0.40142,-0.28975
-0.22497,1.3058,-0.32167,0.40142,-0.29127
-0.22482,1.3073,-0.32167,0.40142,-0.2928
-0.22465,1.3088,-0.32167,0.40142,-0.29432
-0.22441,1.3104,-0.32167,0.40142,-0.29585
-0.2242,1.3119,-0.32167,0.40142,-0.29737
-0.22411,1.3134,-0.32167,0.40142,-0.2989
-0.22406,1.3149,-0.32167,0.40142,-0.30042
-0.22401,1.3165,-0.32167,0.40142,-0.30195
-0.22388,1.318,-0.32167,0.40142,-0.30347
-0.22376,1.3195,-0.32167,0.40142,-0.305
-0.22371,1.321,-0.32167,0.40142,-0.30652
-0.22366,1.3226,-0.32167,0.40142,-0.30805
-0.2236,1.3241,-0.32167,0.40142,-0.30957
-0.22356,1.3256,-0.32167,0.40142,-0.3111
-0.22356,1.3271,-0.32167,0.40142,-0.31262
-0.22357,1.3287,-0.32167,0.40142,-0.31415
-0.22362,1.3302,-0.32167,0.40142,-0.31567
-0.22369,1.3317,-0.32167,0.40142,-0.3172
-0.22376,1.3332,-0.32167,0.40142,-0.31872
-0.22384,1.3348,-0.32167,0.40142,-0.32025
-0.22394,1.3363,-0.32167,0.40142,-0.32177
-0.22403,1.3378,-0.32167,0.40142,-0.3233
-0.22416,1.3393,-0.32167,0.40142,-0.32482
-0.22433,1.3409,-0.32167,0.40142,-0.32635
-0.22449,1.3424,-0.32167,0.40142,-0.32787
-0.22468,1.3439,-0.32167,0.40142,-0.3294
-0.2249,1.3454,-0.32167,0.40142,-0.33092
-0.22514,1.347,-0.32167,0.40142,-0.33245
-0.22535,1.3485,-0.32167,0.40142,-0.33397
-0.22559,1.35,-0.32167,0.40142,-0.3355
