"p","arc_length","Points:0","Points:1","Points:2"
-0.22586,1.3515,-0.32167,0.40142,-0.33702
-0.22616,1.3531,-0.32167,0.40142,-0.33855
-0.22649,1.3546,-0.32167,0.40142,-0.34007
-0.22684,1.3561,-0.32167,0.40142,-0.3416
-0.2272,1.3576,-0.32167,0.40142,-0.34312
-0.2276,1.3592,-0.32167,0.40142,-0.34465
-0.22803,1.3607,-0.32167,0.40142,-0.34617
-0.22861,1.3622,-0.32167,0.40142,-0.3477
-0.22896,1.3637,-0.32167,0.40142,-0.34923
-0.22935,1.3653,-0.32167,0.40142,-0.35075
-0.22992,1.3668,-0.32167,0.40142,-0.35228
-0.23037,1.3683,-0.32167,0.40142,-0.3538
-0.23092,1.3698,-0.32167,0.40142,-0.35533
-0.23148,1.3714,-0.32167,0.40142,-0.35685
-0.23205,1.3729,-0.32167,0.40142,-0.35838
-0.23268,1.3744,-0.32167,0.40142,-0.3599
-0.23334,1.3759,-0.32167,0.40142,-0.36143
-0.23402,1.3775,-0.32167,0.40142,-0.36295
-0.23474,1.379,-0.32167,0.40142,-0.36448
-0.2355,1.3805,-0.32167,0.40142,-0.366
-0.23628,1.382,-0.32167,0.40142,-0.36753
-0.23706,1.3836,-0.32167,0.40142,-0.36905
-0.2379,1.3851,-0.32167,0.40142,-0.37058
-0.23876,1.3866,-0.32167,0.40142,-0.3721
-0.23965,1.3881,-0.32167,0.40142,-0.37363
-0.2406,1.3897,-0.32167,0.40142,-0.37515
-0.24152,1.3912,-0.32167,0.40142,-0.37668
-0.24252,1.3927,-0.32167,0.40142,-0.3782
-0.24357,1.3942,-0.32167,0.40142,-0.37973
-0.24462,1.3958,-0.32167,0.40142,-0.38125
-0.2457,1.3973,-0.32167,0.40142,-0.38278
-0.24685,1.3988,-0.32167,0.40142,-0.3843
-0.24805,1.4003,-0.32167,0.40142,-0.38583
-0.24928,1.4019,-0.32167,0.40142,-0.38735
-0.25056,1.4034,-0.32167,0.40142,-0.38888
-0.25188,1.4049,-0.32167,0.40142,-0.3904
-0.25313,1.4064,-0.32167,0.40142,-0.39193
-0.25448,1.408,-0.32167,0.40142,-0.39345
-0.25591,1.4095,-0.32167,0.40142,-0.39498
-0.25729,1.411,-0.32167,0.40142,-0.3965
-0.25878,1.4125,-0.32167,0.40142,-0.39803
-0.26038,1.4141,-0.32167,0.40142,-0.39955
-0.26204,1.4156,-0.32167,0.40142,-0.40108
-0.26371,1.4171,-0.32167,0.40142,-0.4026
-0.26541,1.4186,-0.32167,0.40142,-0.40413
-0.26708,1.4202,-0.32167,0.40142,-0.40565
-0.26881,1.4217,-0.32167,0.40142,-0.40718
-0.27078,1.4232,-0.32167,0.40142,-0.4087
-0.2728,1.4247,-0.32167,0.40142,-0.41023
-0.27466,1.4263,-0.32167,0.40142,-0.41175
-0.27648,1.4278,-0.32167,0.40142,-0.41328
-0.27842,1.4293,-0.32167,0.40142,-0.4148
-0.28044,1.4308,-0.32167,0.40142,-0.41633
-0.28249,1.4324,-0.32167,0.40142,-0.41785
-0.28464,1.4339,-0.32167,0.40142,-0.41938
-0.28688,1.4354,-0.32167,0.40142,-0.4209
-0.28912,1.4369,-0.32167,0.40142,-0.42243
-0.29144,1.4385,-0.32167,0.40142,-0.42395
-0.29379,1.44,-0.32167,0.40142,-0.42548
-0.29621,1.4415,-0.32167,0.40142,-0.427
-0.29869,1.443,-0.32167,0.40142,-0.42853
-0.3012,1.4446,-0.32167,0.40142,-0.43005
-0.30372,1.4461,-0.32167,0.40142,-0.43158
-0.30626,1.4476,-0.32167,0.40142,-0.4331
-0.30883,1.4491,-0.32167,0.40142,-0.43462
-0.31149,1.4507,-0.32167,0.40142,-0.43615
-0.31423,1.4522,-0.32167,0.40142,-0.43767
-0.31706,1.4537,-0.32167,0.40142,-0.4392
-0.31989,1.4552,-0.32167,0.40142,-0.44072
-0.32272,1.4568,-0.32167,0.40142,-0.44225
-0.32561,1.4583,-0.32167,0.40142,-0.44377
-0.32853,1.4598,-0.32167,0.40142,-0.4453
-0.33152,1.4613,-0.32167,0.40142,-0.44682
-0.33459,1.4629,-0.32167,0.40142,-0.44835
-0.33765,1.4644,-0.32167,0.40142,-0.44987
-0.34076,1.4659,-0.32167,0.40142,-0.4514
-0.34396,1.4674,-0.32167,0.40142,-0.45292
-0.34713,1.469,-0.32167,0.40142,-0.45445
-0.35025,1.4705,-0.32167,0.40142,-0.45597
-0.35334,1.472,-0.32167,0.40142,-0.4575
-0.35643,1.4735,-0.32167,0.40142,-0.45902
-0.3595,1.4751,-0.32167,0.40142,-0.46055
-0.36266,1.4766,-0.32167,0.40142,-0.46207
-0.36565,1.4781,-0.32167,0.40142,-0.4636
-0.36885,1.4796,-0.32167,0.40142,-0.46512
-0.37169,1.4812,-0.32167,0.40142,-0.46665
-0.37516,1.4827,-0.32167,0.40142,-0.46817
-0.37809,1.4842,-0.32167,0.40142,-0.4697
-0.38088,1.4857,-0.32167,0.40142,-0.47122
-0.38446,1.4873,-0.32167,0.40142,-0.47275
-0.38741,1.4888,-0.32167,0.40142,-0.47427
-0.39076,1.4903,-0.32167,0.40142,-0.4758
-0.3941,1.4918,-0.32167,0.40142,-0.47732
-0.39759,1.4934,-0.32167,0.40142,-0.47885
-0.40112,1.4949,-0.32167,0.40142,-0.48037
-0.40477,1.4964,-0.32167,0.40142,-0.4819
-0.40855,1.4979,-0.32167,0.40142,-0.48342
-0.41236,1.4995,-0.32167,0.40142,-0.48495
-0.41664,1.501,-0.32167,0.40142,-0.48648
-0.42165,1.5025,-0.32167,0.40142,-0.488
-0.42775,1.504,-0.32167,0.40142,-0.48953
-0.43644,1.5056,-0.32167,0.40142,-0.49105
-0.44595,1.5071,-0.32167,0.40142,-0.49258
-0.46121,1.5086,-0.32167,0.40142,-0.49411
-0.47727,1.5102,-0.32167,0.40142,-0.49566
-0.51385,1.5117,-0.32167,0.40142,-0.49721
-0.56978,1.5132,-0.32167,0.40142,-0.49871
-1.0046,1.5145,-0.32167,0.40142,-0.5
-1.203,1.515,-0.32137,0.401,-0.5
-1.2204,1.5154,-0.32118,0.40074,-0.5
-1.1625,1.516,-0.32083,0.40024,-0.5
-1.1501,1.517,-0.32025,0.39942,-0.5
-1.1503,1.517,-0.32025,0.39942,-0.5
-1.2105,1.518,-0.31968,0.39861,-0.5
-1.2459,1.5186,-0.3193,0.39807,-0.5
-1.2584,1.5189,-0.31912,0.39781,-0.5
-1.2666,1.5199,-0.31856,0.39703,-0.5
-1.2588,1.5202,-0.31837,0.39676,-0.5
-1.2352,1.5209,-0.31801,0.39625,-0.5
-1.1795,1.5218,-0.31746,0.39547,-0.5
-1.1786,1.5218,-0.31745,0.39546,-0.5
-1.1063,1.5228,-0.31691,0.3947,-0.5
-1.0533,1.5234,-0.31654,0.39417,-0.5
-1.0281,1.5237,-0.31636,0.39392,-0.5
-0.95151,1.5247,-0.31581,0.39314,-0.5
-0.92699,1.525,-0.31562,0.39287,-0.5
-0.88264,1.5256,-0.31526,0.39236,-0.5
-0.81735,1.5266,-0.31471,0.39159,-0.5
-0.81632,1.5266,-0.3147,0.39157,-0.5
-0.77342,1.5275,-0.31416,0.39081,-0.5
-0.74157,1.5282,-0.31378,0.39027,-0.5
-0.73207,1.5285,-0.31361,0.39003,-0.5
-0.68885,1.5294,-0.31306,0.38925,-0.5
-0.68025,1.5298,-0.31287,0.38897,-0.5
-0.66776,1.5304,-0.31251,0.38847,-0.5
-0.65404,1.5313,-0.31196,0.3877,-0.5
-0.654,1.5314,-0.31195,0.38768,-0.5
-0.65458,1.5323,-0.31141,0.38692,-0.5
-0.65945,1.5329,-0.31103,0.38638,-0.5
-0.66233,1.5332,-0.31086,0.38614,-0.5
-0.67475,1.5342,-0.31031,0.38536,-0.5
-0.68044,1.5345,-0.31011,0.38508,-0.5
-0.6919,1.5351,-0.30976,0.38459,-0.5
-0.71501,1.5361,-0.30921,0.38381,-0.5
-0.71587,1.5361,-0.30919,0.38378,-0.5
-0.74161,1.537,-0.30866,0.38303,-0.5
-0.76525,1.5377,-0.30827,0.38248,-0.5
-0.77588,1.538,-0.30811,0.38225,-0.5
-0.82228,1.539,-0.30755,0.38145,-0.5
-0.84315,1.5393,-0.30734,0.38115,-0.5
-0.88182,1.54,-0.30697,0.38064,-0.5
-0.94919,1.541,-0.30639,0.37982,-0.5
-0.95225,1.541,-0.30638,0.3798,-0.5
-1.2767,1.5421,-0.30577,0.37894,-0.5
-1.5178,1.5423,-0.3056,0.3787,-0.5
-1.634,1.5426,-0.3056,0.3787,-0.49979
-2.0466,1.5436,-0.3056,0.3787,-0.4987
-1.7116,1.5451,-0.3056,0.3787,-0.49721
-1.744,1.5467,-0.3056,0.3787,-0.49566
-1.7751,1.5482,-0.3056,0.3787,-0.49411
-1.8129,1.5498,-0.3056,0.3787,-0.49258
-1.8546,1.5513,-0.3056,0.3787,-0.49105
-1.8981,1.5528,-0.3056,0.3787,-0.48953
-1.9439,1.5543,-0.3056,0.3787,-0.488
-1.9897,1.5559,-0.3056,0.3787,-0.48648
-2.035,1.5574,-0.3056,0.3787,-0.48495
-2.0804,1.5589,-0.3056,0.3787,-0.48342
-2.1254,1.5604,-0.3056,0.3787,-0.4819
-2.1694,1.562,-0.3056,0.3787,-0.48037
-2.2125,1.5635,-0.3056,0.3787,-0.47885
-2.2545,1.565,-0.3056,0.3787,-0.47732
-2.295,1.5665,-0.3056,0.3787,-0.4758
-2.3337,1.5681,-0.3056,0.3787,-0.47427
-2.3707,1.5696,-0.3056,0.3787,-0.47275
-2.4068,1.5711,-0.3056,0.3787,-0.47122
-2.4427,1.5726,-0.3056,0.3787,-0.4697
-2.4747,1.5742,-0.3056,0.3787,-0.46817
-2.5059,1.5757,-0.3056,0.3787,-0.46665
-2.5367,1.5772,-0.3056,0.3787,-0.46512
-2.5655,1.5787,-0.3056,0.3787,-0.4636
-2.5938,1.5803,-0.3056,0.3787,-0.46207
-2.6204,1.5818,-0.3056,0.3787,-0.46055
-2.6465,1.5833,-0.3056,0.3787,-0.45902
-2.6715,1.5848,-0.3056,0.3787,-0.4575
-2.6954,1.5864,-0.3056,0.3787,-0.45597
-2.7185,1.5879,-0.3056,0.3787,-0.45445
-2.7407,1.5894,-0.3056,0.3787,-0.45292
-2.7618,1.5909,-0.3056,0.3787,-0.4514
-2.7824,1.5925,-0.3056,0.3787,-0.44987
-2.8022,1.594,-0.3056,0.3787,-0.44835
-2.8215,1.5955,-0.3056,0.3787,-0.44682
-2.84,1.597,-0.3056,0.3787,-0.4453
-2.8579,1.5986,-0.3056,0.3787,-0.44377
-2.8751,1.6001,-0.3056,0.3787,-0.44225
-2.8917,1.6016,-0.3056,0.3787,-0.44072
-2.9077,1.6031,-0.3056,0.3787,-0.4392
-2.9233,1.6047,-0.3056,0.3787,-0.43767
-2.9382,1.6062,-0.3056,0.3787,-0.43615
-2.9525,1.6077,-0.3056,0.3787,-0.43462
-2.9665,1.6092,-0.3056,0.3787,-0.4331
-2.9802,1.6108,-0.3056,0.3787,-0.43158
-2.9933,1.6123,-0.3056,0.3787,-0.43005
-3.0059,1.6138,-0.3056,0.3787,-0.42853
-3.018,1.6153,-0.3056,0.3787,-0.427
-3.0298,1.6169,-0.3056,0.3787,-0.42548
-3.0412,1.6184,-0.3056,0.3787,-0.42395
-3.0524,1.6199,-0.3056,0.3787,-0.42243
-3.0631,1.6214,-0.3056,0.3787,-0.4209
-3.0736,1.623,-0.3056,0.3787,-0.41938
-3.0837,1.6245,-0.3056,0.3787,-0.41785
-3.0935,1.626,-0.3056,0.3787,-0.41633
-3.103,1.6275,-0.3056,0.3787,-0.4148
-3.1122,1.6291,-0.3056,0.3787,-0.41328
-3.1212,1.6306,-0.3056,0.3787,-0.41175
-3.1297,1.6321,-0.3056,0.3787,-0.41023
-3.1381,1.6336,-0.3056,0.3787,-0.4087
-3.1462,1.6352,-0.3056,0.3787,-0.40718
-3.154,1.6367,-0.3056,0.3787,-0.40565
-3.1616,1.6382,-0.3056,0.3787,-0.40413
-3.1689,1.6397,-0.3056,0.3787,-0.4026
-3.1759,1.6413,-0.3056,0.3787,-0.40108
-3.1827,1.6428,-0.3056,0.3787,-0.39955
-3.1896,1.6443,-0.3056,0.3787,-0.39803
-3.1965,1.6458,-0.3056,0.3787,-0.3965
-3.203,1.6474,-0.3056,0.3787,-0.39498
-3.2093,1.6489,-0.3056,0.3787,-0.39345
-3.2153,1.6504,-0.3056,0.3787,-0.39193
-3.2212,1.6519,-0.3056,0.3787,-0.3904
-3.2268,1.6535,-0.3056,0.3787,-0.38888
-3.2323,1.655,-0.3056,0.3787,-0.38735
-3.2376,1.6565,-0.3056,0.3787,-0.38583
-3.2428,1.658,-0.3056,0.3787,-0.3843
-3.2478,1.6596,-0.3056,0.3787,-0.38278
-3.2528,1.6611,-0.3056,0.3787,-0.38125
-3.2575,1.6626,-0.3056,0.3787,-0.37973
-3.2621,1.6641,-0.3056,0.3787,-0.3782
-3.2665,1.6657,-0.3056,0.3787,-0.37668
-3.2708,1.6672,-0.3056,0.3787,-0.37515
-3.275,1.6687,-0.3056,0.3787,-0.37363
-3.2791,1.6702,-0.3056,0.3787,-0.3721
-3.2831,1.6718,-0.3056,0.3787,-0.37058
-3.287,1.6733,-0.3056,0.3787,-0.36905
-3.2908,1.6748,-0.3056,0.3787,-0.36753
-3.2945,1.6763,-0.3056,0.3787,-0.366
-3.2981,1.6779,-0.3056,0.3787,-0.36448
-3.3016,1.6794,-0.3056,0.3787,-0.36295
-3.305,1.6809,-0.3056,0.3787,-0.36143
-3.3082,1.6824,-0.3056,0.3787,-0.3599
-3.3112,1.684,-0.3056,0.3787,-0.35838
-3.3143,1.6855,-0.3056,0.3787,-0.35685
-3.3174,1.687,-0.3056,0.3787,-0.35533
-3.3204,1.6885,-0.3056,0.3787,-0.3538
-3.3233,1.6901,-0.3056,0.3787,-0.35228
-3.326,1.6916,-0.3056,0.3787,-0.35075
-3.3286,1.6931,-0.3056,0.3787,-0.34923
-3.3313,1.6946,-0.3056,0.3787,-0.3477
-3.3339,1.6962,-0.3056,0.3787,-0.34617
-3.3364,1.6977,-0.3056,0.3787,-0.34465
-3.3388,1.6992,-0.3056,0.3787,-0.34312
-3.3411,1.7007,-0.3056,0.3787,-0.3416
-3.3434,1.7023,-0.3056,0.3787,-0.34007
-3.3456,1.7038,-0.3056,0.3787,-0.33855
-3.3478,1.7053,-0.3056,0.3787,-0.33702
-3.3499,1.7068,-0.3056,0.3787,-0.3355
-3.3519,1.7084,-0.3056,0.3787,-0.33397
-3.3538,1.7099,-0.3056,0.3787,-0.33245
-3.3557,1.7114,-0.3056,0.3787,-0.33092
-3.3577,1.7129,-0.3056,0.3787,-0.3294
-3.3596,1.7145,-0.3056,0.3787,-0.32787
-3.3614,1.716,-0.3056,0.3787,-0.32635
-3.3632,1.7175,-0.3056,0.3787,-0.32482
-3.3648,1.719,-0.3056,0.3787,-0.3233
-3.3664,1.7206,-0.3056,0.3787,-0.32177
-3.3679,1.7221,-0.3056,0.3787,-0.32025
-3.3695,1.7236,-0.3056,0.3787,-0.31872
-3.3711,1.7251,-0.3056,0.3787,-0.3172
-3.3725,1.7267,-0.3056,0.3787,-0.31567
-3.3742,1.7282,-0.3056,0.3787,-0.31415
-3.3757,1.7297,-0.3056,0.3787,-0.31262
-3.377,1.7312,-0.3056,0.3787,-0.3111
-3.3785,1.7328,-0.3056,0.3787,-0.30957
-3.38,1.7343,-0.3056,0.3787,-0.30805
-3.3813,1.7358,-0.3056,0.3787,-0.30652
-3.3826,1.7373,-0.3056,0.3787,-0.305
-3.3837,1.7389,-0.3056,0.3787,-0.30347
-3.3848,1.7404,-0.3056,0.3787,-0.30195
-3.3861,1.7419,-0.3056,0.3787,-0.30042
-3.3873,1.7434,-0.3056,0.3787,-0.2989
-3.3884,1.745,-0.3056,0.3787,-0.29737
-3.3896,1.7465,-0.3056,0.3787,-0.29585
-3.3907,1.748,-0.3056,0.3787,-0.29432
-3.3919,1.7495,-0.3056,0.3787,-0.2928
-3.3931,1.7511,-0.3056,0.3787,-0.29127
-3.3941,1.7526,-0.3056,0.3787,-0.28975
-3.3951,1.7541,-0.3056,0.3787,-0.28822
-3.3962,1.7556,-0.3056,0.3787,-0.2867
-3.3973,1.7572,-0.3056,0.3787,-0.28517
-3.3984,1.7587,-0.3056,0.3787,-0.28365
-3.3993,1.7602,-0.3056,0.3787,-0.28212
-3.4003,1.7617,-0.3056,0.3787,-0.2806
-3.4012,1.7633,-0.3056,0.3787,-0.27907
-3.402,1.7648,-0.3056,0.3787,-0.27755
-3.403,1.7663,-0.3056,0.3787,-0.27602
-3.404,1.7678,-0.3056,0.3787,-0.2745
-3.4049,1.7694,-0.3056,0.3787,-0.27297
-3.4058,1.7709,-0.3056,0.3787,-0.27145
-3.4065,1.7724,-0.3056,0.3787,-0.26992
-3.4073,1.7739,-0.3056,0.3787,-0.2684
-3.4081,1.7755,-0.3056,0.3787,-0.26687
-3.4089,1.777,-0.3056,0.3787,-0.26535
-3.4098,1.7785,-0.3056,0.3787,-0.26382
-3.4107,1.78,-0.3056,0.3787,-0.2623
-3.4115,1.7816,-0.3056,0.3787,-0.26077
-3.4122,1.7831,-0.3056,0.3787,-0.25925
-3.413,1.7846,-0.3056,0.3787,-0.25773
-3.4137,1.7861,-0.3056,0.3787,-0.2562
-3.4144,1.7877,-0.3056,0.3787,-0.25468
-3.4151,1.7892,-0.3056,0.3787,-0.25315
-3.4158,1.7907,-0.3056,0.3787,-0.25163
-3.4165,1.7922,-0.3056,0.3787,-0.2501
-3.4172,1.7938,-0.3056,0.3787,-0.24858
-3.4179,1.7953,-0.3056,0.3787,-0.24705
-3.4185,1.7968,-0.3056,0.3787,-0.24553
-3.4192,1.7983,-0.3056,0.3787,-0.244
-3.42,1.7999,-0.3056,0.3787,-0.24248
-3.4206,1.8014,-0.3056,0.3787,-0.24095
-3.4213,1.8029,-0.3056,0.3787,-0.23943
-3.422,1.8044,-0.3056,0.3787,-0.2379
-3.4226,1.806,-0.3056,0.3787,-0.23638
-3.4232,1.8075,-0.3056,0.3787,-0.23485
-3.4238,1.809,-0.3056,0.3787,-0.23333
-3.4243,1.8105,-0.3056,0.3787,-0.2318
-3.4249,1.8121,-0.3056,0.3787,-0.23028
-3.4254,1.8136,-0.3056,0.3787,-0.22875
-3.4261,1.8151,-0.3056,0.3787,-0.22723
-3.4269,1.8166,-0.3056,0.3787,-0.2257
-3.4276,1.8182,-0.3056,0.3787,-0.22418
-3.4283,1.8197,-0.3056,0.3787,-0.22265
-3.429,1.8212,-0.3056,0.3787,-0.22113
-3.4297,1.8227,-0.3056,0.3787,-0.2196
-3.4304,1.8243,-0.3056,0.3787,-0.21808
-3.4313,1.8258,-0.3056,0.3787,-0.21655
-3.4322,1.8273,-0.3056,0.3787,-0.21502
-3.4329,1.8288,-0.3056,0.3787,-0.2135
-3.4336,1.8304,-0.3056,0.3787,-0.21197
-3.4343,1.8319,-0.3056,0.3787,-0.21045
-3.4351,1.8334,-0.3056,0.3787,-0.20892
-3.4359,1.8349,-0.3056,0.3787,-0.2074
-3.4366,1.8365,-0.3056,0.3787,-0.20587
-3.4374,1.838,-0.3056,0.3787,-0.20435
-3.4382,1.8395,-0.3056,0.3787,-0.20282
-3.439,1.841,-0.3056,0.3787,-0.2013
-3.4399,1.8426,-0.3056,0.3787,-0.19977
-3.4407,1.8441,-0.3056,0.3787,-0.19825
-3.4414,1.8456,-0.3056,0.3787,-0.19672
-3.4424,1.8471,-0.3056,0.3787,-0.1952
-3.4434,1.8487,-0.3056,0.3787,-0.19367
-3.4441,1.8502,-0.3056,0.3787,-0.19215
-3.4449,1.8517,-0.3056,0.3787,-0.19062
-3.4459,1.8532,-0.3056,0.3787,-0.1891
-3.4467,1.8548,-0.3056,0.3787,-0.18757
-3.4475,1.8563,-0.3056,0.3787,-0.18605
-3.4484,1.8578,-0.3056,0.3787,-0.18452
-3.4494,1.8593,-0.3056,0.3787,-0.183
-3.4504,1.8609,-0.3056,0.3787,-0.18147
-3.4513,1.8624,-0.3056,0.3787,-0.17995
-3.4523,1.8639,-0.3056,0.3787,-0.17842
-3.4533,1.8654,-0.3056,0.3787,-0.1769
-3.4543,1.867,-0.3056,0.3787,-0.17537
-3.4553,1.8685,-0.3056,0.3787,-0.17385
-3.4565,1.87,-0.3056,0.3787,-0.17233
-3.4576,1.8715,-0.3056,0.3787,-0.1708
-3.4587,1.8731,-0.3056,0.3787,-0.16928
-3.4599,1.8746,-0.3056,0.3787,-0.16775
-3.461,1.8761,-0.3056,0.3787,-0.16623
-3.4621,1.8776,-0.3056,0.3787,-0.1647
-3.4632,1.8792,-0.3056,0.3787,-0.16318
-3.4644,1.8807,-0.3056,0.3787,-0.16165
-3.4657,1.8822,-0.3056,0.3787,-0.16013
-3.4669,1.8837,-0.3056,0.3787,-0.1586
-3.468,1.8853,-0.3056,0.3787,-0.15708
-3.4692,1.8868,-0.3056,0.3787,-0.15555
-3.4705,1.8883,-0.3056,0.3787,-0.15403
-3.4719,1.8898,-0.3056,0.3787,-0.1525
-3.4733,1.8914,-0.3056,0.3787,-0.15098
-3.4747,1.8929,-0.3056,0.3787,-0.14945
-3.4763,1.8944,-0.3056,0.3787,-0.14793
-3.4779,1.8959,-0.3056,0.3787,-0.1464
-3.4795,1.8975,-0.3056,0.3787,-0.14488
-3.4812,1.899,-0.3056,0.3787,-0.14335
-3.4829,1.9005,-0.3056,0.3787,-0.14183
-3.4846,1.902,-0.3056,0.3787,-0.1403
-3.4866,1.9036,-0.3056,0.3787,-0.13878
-3.4884,1.9051,-0.3056,0.3787,-0.13725
-3.4903,1.9066,-0.3056,0.3787,-0.13573
-3.4921,1.9081,-0.3056,0.3787,-0.1342
-3.4939,1.9097,-0.3056,0.3787,-0.13268
-3.4959,1.9112,-0.3056,0.3787,-0.13115
-3.498,1.9127,-0.3056,0.3787,-0.12962
-3.5001,1.9142,-0.3056,0.3787,-0.1281
-3.5023,1.9158,-0.3056,0.3787,-0.12657
-3.5046,1.9173,-0.3056,0.3787,-0.12505
-3.5069,1.9188,-0.3056,0.3787,-0.12353
-3.5093,1.9203,-0.3056,0.3787,-0.122
-3.5118,1.9219,-0.3056,0.3787,-0.12048
-3.5143,1.9234,-0.3056,0.3787,-0.11895
-3.5169,1.9249,-0.3056,0.3787,-0.11743
-3.5196,1.9264,-0.3056,0.3787,-0.1159
-3.5224,1.928,-0.3056,0.3787,-0.11438
-3.5252,1.9295,-0.3056,0.3787,-0.11285
-3.5282,1.931,-0.3056,0.3787,-0.11133
-3.5312,1.9325,-0.3056,0.3787,-0.1098
-3.5343,1.9341,-0.3056,0.3787,-0.10827
-3.5375,1.9356,-0.3056,0.3787,-0.10675
-3.5408,1.9371,-0.3056,0.3787,-0.10522
-3.5443,1.9386,-0.3056,0.3787,-0.1037
-3.5478,1.9402,-0.3056,0.3787,-0.10217
-3.5514,1.9417,-0.3056,0.3787,-0.10065
-3.5552,1.9432,-0.3056,0.3787,-0.099125
-3.5592,1.9447,-0.3056,0.3787,-0.0976
-3.5633,1.9463,-0.3056,0.3787,-0.096075
-3.5675,1.9478,-0.3056,0.3787,-0.09455
-3.5718,1.9493,-0.3056,0.3787,-0.093025
-3.5763,1.9508,-0.3056,0.3787,-0.0915
-3.5809,1.9524,-0.3056,0.3787,-0.089975
-3.5857,1.9539,-0.3056,0.3787,-0.08845
-3.5908,1.9554,-0.3056,0.3787,-0.086925
-3.596,1.9569,-0.3056,0.3787,-0.0854
-3.6014,1.9585,-0.3056,0.3787,-0.083875
-3.607,1.96,-0.3056,0.3787,-0.08235
-3.6131,1.9615,-0.3056,0.3787,-0.080825
-3.619,1.963,-0.3056,0.3787,-0.0793
-3.6256,1.9646,-0.3056,0.3787,-0.077775
-3.632,1.9661,-0.3056,0.3787,-0.07625
-3.639,1.9676,-0.3056,0.3787,-0.074725
-3.6468,1.9691,-0.3056,0.3787,-0.0732
-3.6522,1.9707,-0.3056,0.3787,-0.071675
-3.6586,1.9722,-0.3056,0.3787,-0.07015
-3.6654,1.9737,-0.3056,0.3787,-0.068625
-3.6719,1.9752,-0.3056,0.3787,-0.0671
-3.6789,1.9768,-0.3056,0.3787,-0.065575
-3.6854,1.9783,-0.3056,0.3787,-0.06405
-3.6927,1.9798,-0.3056,0.3787,-0.062525
-3.7007,1.9813,-0.3056,0.3787,-0.061
-3.7092,1.9829,-0.3056,0.3787,-0.059475
-3.7178,1.9844,-0.3056,0.3787,-0.05795
-3.7268,1.9859,-0.3056,0.3787,-0.056425
-3.7359,1.9874,-0.3056,0.3787,-0.0549
-3.7445,1.989,-0.3056,0.3787,-0.053375
-3.754,1.9905,-0.3056,0.3787,-0.05185
-3.7617,1.992,-0.3056,0.3787,-0.050325
-3.7671,1.9935,-0.3056,0.3787,-0.0488
-3.7519,1.9951,-0.3056,0.3787,-0.047275
-3.7294,1.9966,-0.3056,0.3787,-0.04575
-3.7833,1.9981,-0.3056,0.3787,-0.044225
-3.8483,1.9996,-0.3056,0.3787,-0.0427
-3.894,2.0012,-0.3056,0.3787,-0.041175
-3.9071,2.0027,-0.3056,0.3787,-0.03965
-3.8603,2.0042,-0.3056,0.3787,-0.038125
-3.8337,2.0057,-0.3056,0.3787,-0.0366
-3.8233,2.0073,-0.3056,0.3787,-0.035075
-3.8118,2.0088,-0.3056,0.3787,-0.03355
-3.8042,2.0103,-0.3056,0.3787,-0.032025
-3.8028,2.0118,-0.3056,0.3787,-0.0305
-3.7982,2.0134,-0.3056,0.3787,-0.028975
-3.7929,2.0149,-0.3056,0.3787,-0.02745
-3.7862,2.0164,-0.3056,0.3787,-0.025925
-3.7677,2.0179,-0.3056,0.3787,-0.024399
-3.7467,2.0195,-0.3056,0.3787,-0.022871
-3.7287,2.021,-0.3056,0.3787,-0.021335
-3.694,2.0226,-0.3056,0.3787,-0.019782
-3.6654,2.0242,-0.3056,0.3787,-0.018191
-3.6332,2.0258,-0.3056,0.3787,-0.01655
-3.6071,2.0274,-0.3056,0.3787,-0.014933
-3.5859,2.029,-0.30561,0.37871,-0.013301
